wind,timestamp,rain_1h,humidity,datetime,local_soil_humidity,local_soil_temperature,temp,cloud,is_test
5.7,1604135472.3279781,0,77,2020-10-31 09:11:12.327988+00:00,,14.259389877319336,14.560000000000002,75,False
8.46,1604139073.2605395,0,87,2020-10-31 10:11:13.260557+00:00,,14.546246528625488,15.060000000000002,92,False
7.7,1604142674.29796,0.24,77,2020-10-31 11:11:14.297978+00:00,,14.887742042541504,14.810000000000002,40,False
7.2,1604146275.683344,1,87,2020-10-31 12:11:15.683360+00:00,,14.716994285583496,14.189999999999998,90,False
6.2,1604149876.7425964,1.54,87,2020-10-31 13:11:16.742610+00:00,,14.293539047241211,14.270000000000039,100,False
6.7,1604153477.8399138,0.72,87,2020-10-31 14:11:17.839931+00:00,,14.34817886352539,14.610000000000014,100,False
6.7,1604157078.8572814,0.18,82,2020-10-31 15:11:18.857298+00:00,,14.580395698547363,13.980000000000018,97,False
8.2,1604160679.8011389,0,72,2020-10-31 16:11:19.801156+00:00,,14.150111198425293,12.930000000000007,75,False
7.2,1604164280.8066008,0,66,2020-10-31 17:11:20.806614+00:00,,13.432971000671387,11.900000000000034,40,False
6.07,1604167881.8332703,0,84,2020-10-31 18:11:21.833284+00:00,,12.729490280151367,11.120000000000005,67,False
5.1,1604171482.7705345,0,71,2020-10-31 19:11:22.770544+00:00,,12.196758270263672,10.700000000000045,40,False
0.45,1604175083.8093235,0,83,2020-10-31 20:11:23.809334+00:00,,11.90990161895752,10.57000000000005,100,False
6.11,1604178684.6957803,0,83,2020-10-31 21:11:24.695791+00:00,,11.821112632751465,10.439999999999998,100,False
5.94,1604182285.7520201,0,82,2020-10-31 22:11:25.752038+00:00,,11.73232364654541,10.629999999999995,100,False
5.14,1604185886.8025365,0,82,2020-10-31 23:11:26.802546+00:00,,11.862092971801758,10.629999999999995,100,False
5.57,1604189487.7533023,0,83,2020-11-01 00:11:27.753316+00:00,,11.862092971801758,10.689999999999998,100,False
5.55,1604193088.9027057,0,84,2020-11-01 01:11:28.902725+00:00,,11.903071403503418,10.629999999999995,100,False
5.47,1604196689.9848392,0,84,2020-11-01 02:11:29.984860+00:00,,11.862092971801758,10.870000000000005,93,False
6.07,1604200291.0119007,0.1,92,2020-11-01 03:11:31.011914+00:00,,12.026010513305664,10.730000000000018,95,False
5.1,1604203892.181827,0,76,2020-11-01 04:11:32.181837+00:00,,11.930391311645508,11.520000000000039,20,False
6.25,1604207493.1883974,0,85,2020-11-01 05:11:33.188408+00:00,,12.469954490661621,11.360000000000014,97,False
5.1,1604211094.8774564,0,66,2020-11-01 06:11:34.877478+00:00,,12.360675811767578,11.900000000000034,75,False
4.1,1604214697.0920687,0,76,2020-11-01 07:11:37.092082+00:00,,12.729490280151367,12.689999999999998,90,False
5.7,1604218298.2359705,0,76,2020-11-01 08:11:38.235992+00:00,,13.269052505493164,13.210000000000036,90,False
5.1,1604221899.4856765,0,87,2020-11-01 09:11:39.485689+00:00,,13.624208450317383,14.890000000000043,90,False
6.2,1604225500.726449,0,87,2020-11-01 10:11:40.726459+00:00,,14.77163314819336,16.090000000000032,90,False
7.2,1604229102.005289,0,82,2020-11-01 11:11:42.005300+00:00,,15.591221809387207,16.689999999999998,75,False
7.2,1604232703.0648153,0,72,2020-11-01 12:11:43.064826+00:00,,16.00101661682129,16.730000000000018,75,False
8.7,1604236304.4795828,0,68,2020-11-01 13:11:44.479593+00:00,,16.028335571289062,16.430000000000007,75,False
7.2,1604239907.3311946,0,72,2020-11-01 14:11:47.331215+00:00,,15.82343864440918,15.920000000000016,75,False
6.7,1604243509.4890568,0.42,72,2020-11-01 15:11:49.489077+00:00,,15.475113868713379,15.860000000000014,75,False
7.7,1604247110.6083143,0,72,2020-11-01 16:11:50.608335+00:00,,15.434133529663086,15.53000000000003,40,False
5.7,1604250711.8355336,0,82,2020-11-01 17:11:51.835547+00:00,,15.208746910095215,15.82000000000005,75,False
8.2,1604254312.8959248,0,82,2020-11-01 18:11:52.895942+00:00,,15.406814575195312,16.480000000000018,90,False
6.2,1604257913.869902,0,82,2020-11-01 19:11:53.869914+00:00,,15.857587814331055,16.689999999999998,90,False
8.2,1604261514.9185174,0,82,2020-11-01 20:11:54.918530+00:00,,16.00101661682129,16.939999999999998,90,False
7.7,1604265115.874747,0,82,2020-11-01 21:11:55.874761+00:00,,16.171764373779297,17.230000000000018,90,False
7.7,1604268716.9103005,0,82,2020-11-01 22:11:56.910314+00:00,,16.369831085205078,16.82000000000005,90,False
7.2,1604272317.9228904,0,82,2020-11-01 23:11:57.922904+00:00,,16.089805603027344,16.870000000000005,90,False
7.7,1604275918.934092,0,82,2020-11-02 00:11:58.934112+00:00,,16.12395477294922,17.0,90,False
8.2,1604279520.003733,0,82,2020-11-02 01:12:00.003747+00:00,,16.212743759155273,16.870000000000005,90,False
8.2,1604283121.0648825,0,82,2020-11-02 02:12:01.064893+00:00,,16.12395477294922,17.120000000000005,90,False
8.7,1604286722.0817094,0,77,2020-11-02 03:12:02.081719+00:00,,16.294702529907227,16.810000000000002,90,False
8.2,1604290323.6671329,0,82,2020-11-02 04:12:03.667151+00:00,,16.08297348022461,16.75,90,False
8.2,1604293924.6625838,0,77,2020-11-02 05:12:04.662598+00:00,,16.041996002197266,16.680000000000007,90,False
9.8,1604297525.7052398,0,77,2020-11-02 06:12:05.705254+00:00,,15.994186401367188,17.220000000000027,75,False
10.8,1604301126.7385857,0,72,2020-11-02 07:12:06.738596+00:00,,16.363000869750977,16.470000000000027,75,False
7.2,1604304727.63517,0,82,2020-11-02 08:12:07.635187+00:00,,15.850757598876953,16.54000000000002,75,False
0.45,1604308328.6718528,0,90,2020-11-02 09:12:08.671870+00:00,,15.898568153381348,16.30000000000001,51,False
